lalo,100000
ldkï¿½ljfklndsavlfaslg,50000
holka,0
lao,50000
luisito,1000000
nolita,0
lLO,700000
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
lalo,0
